transaction_id,imsi,subscriber_id,tac,snr,imei,cell,lac,event_type,event_ts
2389,201854909,-99999,87938678,427886,87938678427886,2816,87,2,2020-12-12 00:08:00
2390,503169279,-99999,80937187,996617,80937187996617,2743,82,6,2020-12-15 03:57:00
2391,870687127,-99999,33355684,938274,33355684938274,8375,83,5,2020-12-29 06:41:00
2392,161953451,-99999,87436063,965805,87436063965805,5696,28,5,2020-12-24 06:40:00
2393,426104421,-99999,68797007,106707,68797007106707,5974,91,1,2020-12-13 01:21:00
2395,918515483,-99999,72358030,673349,72358030673349,8963,51,1,2020-12-04 11:07:00
2396,256254820,-99999,78752596,271614,78752596271614,7896,65,7,2020-12-02 04:13:00
2397,135489402,-99999,12405064,307512,12405064307512,3532,36,7,2020-12-28 15:56:00
2398,540460703,-99999,45333292,919143,45333292919143,5294,56,3,2020-12-18 08:58:00
2399,771048501,-99999,48153902,898035,48153902898035,3843,29,2,2020-12-21 02:01:00
2400,228940969,-99999,28111912,588731,28111912588731,4317,31,2,2020-12-28 19:32:00
2401,233977278,-99999,33289312,791986,33289312791986,6398,35,6,2020-12-02 12:40:00
2402,265354877,-99999,24547055,623661,24547055623661,3470,28,8,2020-12-19 15:40:00
2403,415408955,-99999,85702209,486070,85702209486070,7404,90,6,2020-12-03 04:10:00
2405,133515761,-99999,47826927,980128,47826927980128,3095,49,5,2020-12-16 22:43:00
2406,846158667,-99999,27206041,661248,27206041661248,3350,20,3,2020-12-16 08:55:00
2407,701576769,-99999,91215414,843746,91215414843746,3231,46,5,2020-12-21 16:48:00
2408,207785277,-99999,55318859,477217,55318859477217,6411,12,8,2020-12-30 00:55:00
2409,291322798,-99999,24340204,426404,24340204426404,7306,28,2,2020-12-04 14:10:00
2410,576250407,-99999,71648474,991245,71648474991245,9716,65,2,2020-12-06 05:52:00
2186,908337524,-99999,31997014,881060,31997014881060,5780,29,8,2020-12-27 09:11:00
2188,224440405,-99999,70463506,732314,70463506732314,4871,37,4,2020-12-24 13:50:00
2189,877775300,-99999,95709725,284747,95709725284747,1765,84,6,2020-12-02 16:58:00
2190,429241699,-99999,12820343,357643,12820343357643,2157,37,5,2020-12-03 16:37:00
2191,848095064,-99999,53527580,366584,53527580366584,8965,18,9,2020-12-06 12:17:00
2192,164858985,-99999,93019860,085878,93019860085878,2107,19,4,2020-12-31 16:35:00
2193,661413263,-99999,-99999,-99999,,2344,89,2,2020-12-20 23:07:00
2194,404719553,-99999,56790824,349606,56790824349606,9280,28,3,2020-12-19 11:39:00
2195,569049106,-99999,13752303,641884,13752303641884,6585,22,8,2020-12-15 08:34:00
2196,743006960,-99999,18771321,159644,18771321159644,4868,74,9,2020-12-17 22:47:00
2197,835003340,-99999,84677332,548099,84677332548099,8893,97,1,2020-12-22 05:47:00
2198,137355181,-99999,67735386,518251,67735386518251,5682,98,3,2020-12-01 23:13:00
2199,796944548,-99999,46822682,274270,46822682274270,5745,25,9,2020-12-28 04:13:00
2201,479460771,-99999,47505999,442887,47505999442887,5892,23,9,2020-12-01 22:24:00
2202,213390775,-99999,79046411,660082,79046411660082,5328,80,6,2020-12-27 21:09:00
2203,302981554,-99999,95426405,322117,95426405322117,1500,34,5,2020-12-28 16:26:00
2204,411689042,-99999,83668145,797468,83668145797468,2938,87,,2020-12-27 15:50:00
2205,374197341,-99999,24933415,927956,24933415927956,9550,33,8,2020-12-05 07:33:00
2206,674369608,-99999,97299985,594071,97299985594071,5297,87,6,2020-12-15 14:46:00
2207,280123394,-99999,35627318,112277,35627318112277,2342,60,3,2020-12-21 10:36:00
2208,602638968,-99999,23051822,846392,23051822846392,1912,14,2,2020-12-15 23:24:00
2209,339288537,-99999,96293291,280775,96293291280775,7587,92,6,2020-12-29 14:44:00
2210,747784687,-99999,68840410,077636,68840410077636,8772,89,9,2020-12-24 06:11:00
2212,947858105,-99999,58257070,529031,58257070529031,9467,74,1,2020-12-09 02:48:00
2213,402996461,-99999,84538948,541502,84538948541502,2106,40,9,2020-12-23 08:09:00
2215,538372202,-99999,33146330,971631,33146330971631,1617,34,3,2020-12-01 01:36:00
2216,688085949,-99999,22284969,734349,22284969734349,7115,95,8,2020-12-16 02:08:00
2217,729396550,-99999,77880362,036231,77880362036231,7866,74,2,2020-12-27 04:39:00
2220,896625619,-99999,37138431,390145,37138431390145,1426,82,1,2020-12-31 11:05:00
2221,283201076,-99999,78321179,657502,78321179657502,1830,21,8,2020-12-20 11:59:00
2222,279850344,-99999,13089655,350914,13089655350914,8400,70,5,2020-12-14 15:11:00
2223,834906203,-99999,-99999,-99999,,3528,44,5,2020-12-19 07:09:00
2224,904933493,-99999,92423088,260548,92423088260548,2706,64,4,2020-12-14 15:27:00
2225,380708013,-99999,22094252,299411,22094252299411,3979,34,2,2020-12-05 13:50:00
2226,883837564,-99999,56298127,090502,56298127090502,6241,77,3,2020-12-02 16:29:00
2227,693503352,-99999,63495914,149705,63495914149705,8872,98,4,2020-12-23 17:30:00
2228,166517967,-99999,68795284,195843,68795284195843,8560,96,4,2020-12-01 13:45:00
2229,829509376,-99999,85760242,381449,85760242381449,3063,54,5,2020-12-09 03:27:00
2230,871577380,-99999,78730738,456533,78730738456533,4874,17,3,2020-12-15 21:23:00
2231,885952712,-99999,-99999,-99999,,2193,22,9,2020-12-26 02:04:00
2232,356405242,-99999,48132645,264097,48132645264097,6796,62,9,2020-12-05 19:21:00
2233,189495704,-99999,68872613,779612,68872613779612,7683,94,6,2020-12-16 13:04:00
2234,420509827,-99999,78086591,449430,78086591449430,2544,40,9,2020-12-15 10:24:00
2236,356262621,-99999,45384685,080318,45384685080318,1802,73,5,2020-12-13 08:45:00
2237,919511026,-99999,32424793,119052,32424793119052,4188,96,9,2020-12-26 16:20:00
2238,267919238,-99999,91432986,002912,91432986002912,3245,53,6,2020-12-04 05:33:00
2239,311092715,-99999,43142775,639229,43142775639229,2508,52,5,2020-12-04 06:01:00
2240,478780888,-99999,50083442,105419,50083442105419,3302,53,4,2020-12-08 04:30:00
2241,635291638,-99999,84405824,702615,84405824702615,1332,12,9,2020-12-11 03:41:00
2242,766273673,-99999,90649980,001255,90649980001255,8800,84,6,2020-12-07 23:55:00
2243,341405010,-99999,22997883,535129,22997883535129,7720,48,7,2020-12-25 14:51:00
2244,762331875,-99999,18483009,611070,18483009611070,8108,59,2,2020-12-06 05:56:00
2245,532752106,-99999,95806229,795836,95806229795836,3565,40,1,2020-12-09 05:32:00
2246,428982357,-99999,35938262,885091,35938262885091,7112,85,7,2020-12-23 17:16:00
2247,139274415,-99999,82876875,362063,82876875362063,4487,30,9,2020-12-29 03:21:00
2248,365762435,-99999,82163200,099447,82163200099447,6187,67,1,2020-12-22 10:41:00
2249,500643600,-99999,98537230,971469,98537230971469,9812,41,5,2020-12-26 09:01:00
2250,615732562,-99999,75135878,578853,75135878578853,8457,88,2,2020-12-03 20:11:00
2251,753929696,-99999,46114688,545134,46114688545134,6331,36,6,2020-12-11 13:43:00
2252,420833293,-99999,49462776,910021,49462776910021,1689,71,5,2020-12-16 09:39:00
2253,649311283,-99999,41324621,146112,41324621146112,8633,44,8,2020-12-11 12:26:00
2254,767244180,-99999,48087970,649630,48087970649630,6658,18,2,2020-12-02 13:35:00
2255,787529148,-99999,46461702,173758,46461702173758,8167,73,2,2020-12-11 08:27:00
2256,574619073,-99999,20690484,318494,20690484318494,3680,49,3,2020-12-04 09:02:00
2257,958691834,-99999,39691965,244803,39691965244803,1224,40,4,2020-12-17 06:33:00
2258,397710616,-99999,16046294,263355,16046294263355,5913,23,8,2020-12-19 13:46:00
2259,986272302,-99999,26341739,080487,26341739080487,4269,97,4,2020-12-14 04:56:00
2260,371688741,-99999,48458418,576451,48458418576451,5028,34,9,2020-12-09 03:02:00
2261,330032284,-99999,33067788,654147,33067788654147,3193,90,5,2020-12-21 17:14:00
2262,290285132,-99999,81417942,729863,81417942729863,8944,41,6,2020-12-22 21:53:00
2263,492295659,-99999,75511721,563040,75511721563040,6906,17,7,2020-12-17 12:09:00
2264,734762014,-99999,53518380,631644,53518380631644,9528,78,8,2020-12-29 03:51:00
2265,180502834,-99999,46015140,413875,46015140413875,2272,24,3,2020-12-06 05:51:00
2266,795855158,-99999,39034845,858941,39034845858941,7345,31,6,2020-12-12 22:17:00
2267,609259539,-99999,82981825,682414,82981825682414,1236,49,5,2020-12-05 20:19:00
2268,823992029,-99999,51137919,378522,51137919378522,3958,28,4,2020-12-09 22:16:00
2269,454789015,-99999,67360572,694452,67360572694452,1765,60,7,2020-12-11 20:59:00
2270,883855147,-99999,68541397,385292,68541397385292,6837,15,6,2020-12-28 17:32:00
2271,936145002,-99999,60126384,002260,60126384002260,6477,24,7,2020-12-28 10:52:00
2272,473882375,-99999,66963062,783495,66963062783495,6785,51,9,2020-12-08 09:02:00
2273,381691017,-99999,35967942,672060,35967942672060,1836,33,1,2020-12-26 03:44:00
2274,265924363,-99999,51635022,092796,51635022092796,4871,28,6,2020-12-10 06:32:00
2275,116883178,-99999,99322193,424095,99322193424095,5171,65,6,2020-12-20 17:19:00
2276,939466792,-99999,76280557,256046,76280557256046,6787,15,3,2020-12-10 19:11:00
2277,704651276,-99999,58924796,688710,58924796688710,2277,86,7,2020-12-04 02:46:00
2278,602433309,-99999,44798579,915510,44798579915510,6944,82,2,2020-12-14 08:09:00
2279,809000359,-99999,90914021,482234,90914021482234,7256,26,5,2020-12-04 22:50:00
2280,257378252,-99999,98044099,185195,98044099185195,4701,97,8,2020-12-29 11:37:00
2281,983673497,-99999,85085443,705485,85085443705485,7052,74,9,2020-12-25 00:55:00
2282,627936789,-99999,36036599,334575,36036599334575,6397,42,8,2020-12-19 20:07:00
2283,648412166,-99999,30195586,905208,30195586905208,8600,85,5,2020-12-13 04:26:00
2284,568432437,-99999,21571812,283001,21571812283001,8389,61,8,2020-12-17 02:14:00
2285,727673238,-99999,71496488,066847,71496488066847,4658,29,9,2020-12-02 11:42:00
2286,489991749,-99999,53653300,881299,53653300881299,2485,60,5,2020-12-03 04:32:00
2287,937742460,-99999,83660382,304710,83660382304710,6219,76,5,2020-12-31 11:09:00
2288,779927681,-99999,60919901,685087,60919901685087,9780,54,5,2020-12-15 13:44:00
2289,515189978,-99999,36042253,520374,36042253520374,7753,64,9,2020-12-30 08:26:00
2290,283256679,-99999,49110018,821235,49110018821235,8429,81,6,2020-12-17 05:29:00
2291,171686049,-99999,77176263,621075,77176263621075,2431,41,6,2020-12-31 11:31:00
2292,785376129,-99999,74306690,654324,74306690654324,7549,26,3,2020-12-18 13:03:00
2293,745181757,-99999,42424405,813671,42424405813671,7649,47,1,2020-12-11 05:04:00
2294,337238715,-99999,25002579,746668,25002579746668,7983,53,5,2020-12-30 16:00:00
2295,998639524,-99999,77490803,894911,77490803894911,8420,68,5,2020-12-14 16:59:00
2296,409853423,-99999,25391172,407600,25391172407600,3032,76,3,2020-12-23 05:42:00
2297,928375996,-99999,30323869,025214,30323869025214,8644,62,1,2020-12-30 18:28:00
2298,436555425,-99999,20127813,045102,20127813045102,7397,31,8,2020-12-02 03:06:00
2299,151349016,-99999,74840523,252562,74840523252562,6542,72,1,2020-12-02 05:18:00
2300,898398072,-99999,29115071,843681,29115071843681,9448,43,6,2020-12-19 19:38:00
2301,256665836,-99999,49867255,399382,49867255399382,9382,21,8,2020-12-30 00:45:00
2302,792753787,-99999,58156143,714314,58156143714314,2231,72,9,2020-12-18 05:30:00
2303,488412781,-99999,47628961,393182,47628961393182,6554,37,5,2020-12-11 19:15:00
2304,114828088,-99999,31709451,251563,31709451251563,6656,44,4,2020-12-10 06:29:00
2305,418147070,-99999,55445991,802222,55445991802222,3103,27,7,2020-12-14 18:15:00
2306,844153627,-99999,61437859,232742,61437859232742,2600,17,8,2020-12-22 04:35:00
2307,324726441,-99999,15880385,550498,15880385550498,3976,45,9,2020-12-15 02:17:00
2308,874516740,-99999,53004055,929800,53004055929800,5333,13,8,2020-12-13 01:40:00
2309,388472945,-99999,90165459,788743,90165459788743,1541,14,4,2020-12-11 09:05:00
2310,341709991,-99999,93776038,412943,93776038412943,1729,33,6,2020-12-28 17:22:00
2311,674330246,-99999,53301253,904615,53301253904615,2185,45,6,2020-12-21 03:47:00
2312,786853857,-99999,44673600,902482,44673600902482,7743,63,7,2020-12-21 21:54:00
2313,490707071,-99999,22517753,343478,22517753343478,6460,92,1,2020-12-01 07:38:00
2314,328616325,-99999,71596051,441345,71596051441345,7660,56,2,2020-12-22 13:05:00
2315,210870732,-99999,50925497,292003,50925497292003,2547,29,3,2020-12-27 23:15:00
2316,291118193,-99999,19518411,234274,19518411234274,2586,74,8,2020-12-18 16:21:00
2317,891985342,-99999,54990161,011041,54990161011041,7813,53,3,2020-12-22 06:49:00
2318,244510667,-99999,35538830,883305,35538830883305,3355,14,9,2020-12-17 17:30:00
2319,928305694,-99999,88731043,911116,88731043911116,5499,80,1,2020-12-08 22:21:00
2320,623022646,-99999,36513034,539463,36513034539463,6453,59,6,2020-12-16 17:01:00
2321,950006128,-99999,77854253,012169,77854253012169,4296,88,4,2020-12-31 13:27:00
2322,401803225,-99999,59968274,921919,59968274921919,7126,31,3,2020-12-23 03:45:00
2323,563544050,-99999,35215468,498285,35215468498285,3550,61,8,2020-12-21 02:10:00
2324,370520612,-99999,41741252,768709,41741252768709,9079,63,4,2020-12-11 16:14:00
2325,585861686,-99999,81378167,794516,81378167794516,2778,30,1,2020-12-04 21:44:00
2326,807253736,-99999,94531639,739003,94531639739003,6293,34,4,2020-12-12 13:31:00
2327,731691858,-99999,92064558,867041,92064558867041,6312,14,4,2020-12-03 23:56:00
2328,673071395,-99999,38866227,136770,38866227136770,2352,17,8,2020-12-01 13:33:00
2329,181387674,-99999,80101245,416676,80101245416676,1204,51,5,2020-12-20 20:59:00
2330,263949928,-99999,56276301,125577,56276301125577,6128,79,8,2020-12-04 05:09:00
2331,299171880,-99999,15232708,082044,15232708082044,3072,86,1,2020-12-23 09:02:00
2332,647936659,-99999,76459630,838927,76459630838927,3699,93,2,2020-12-02 00:43:00
2333,807365504,-99999,78735094,416879,78735094416879,9928,53,7,2020-12-09 05:28:00
2334,432359488,-99999,37672861,479413,37672861479413,5137,19,9,2020-12-11 19:12:00
2335,179856189,-99999,11885799,983983,11885799983983,4847,60,4,2020-12-17 03:02:00
2336,455381025,-99999,50512684,750513,50512684750513,2027,63,4,2020-12-11 19:27:00
2337,400972817,-99999,80803524,062149,80803524062149,4021,69,3,2020-12-09 22:33:00
2338,815721463,-99999,19556856,866730,19556856866730,2148,99,4,2020-12-11 08:37:00
2339,550880280,-99999,55960468,067867,55960468067867,1869,91,9,2020-12-07 22:55:00
2340,715167013,-99999,56964666,227763,56964666227763,1732,65,1,2020-12-08 21:47:00
2341,538752563,-99999,54580428,328769,54580428328769,6526,23,5,2020-12-02 07:50:00
2342,751204076,-99999,92603056,848560,92603056848560,4775,74,1,2020-12-27 05:05:00
2343,731785228,-99999,12671311,546346,12671311546346,5523,55,7,2020-12-10 20:12:00
2344,407152292,-99999,46727030,215843,46727030215843,2507,42,6,2020-12-15 01:40:00
2345,798523412,-99999,72148532,572751,72148532572751,8730,86,9,2020-12-02 15:42:00
2346,278677002,-99999,79518591,250139,79518591250139,6640,90,3,2020-12-25 06:29:00
2347,541038020,-99999,89234428,302901,89234428302901,2030,88,3,2020-12-09 20:01:00
2348,327811391,-99999,20761039,750992,20761039750992,1798,24,6,2020-12-27 20:56:00
2349,429295648,-99999,94103626,325002,94103626325002,6611,94,6,2020-12-11 19:22:00
2350,366630562,-99999,23171166,655259,23171166655259,7348,84,2,2020-12-31 19:33:00
2351,699221955,-99999,77168234,494005,77168234494005,9429,55,3,2020-12-20 14:28:00
2352,818338102,-99999,41363308,996470,41363308996470,8376,90,3,2020-12-23 10:58:00
2353,956114696,-99999,19162353,112760,19162353112760,4908,75,5,2020-12-22 20:07:00
2354,250185940,-99999,49271812,547219,49271812547219,3675,35,2,2020-12-29 10:58:00
2355,359035390,-99999,46481330,101767,46481330101767,9614,95,2,2020-12-07 19:07:00
2356,446801912,-99999,78010665,428979,78010665428979,1356,24,6,2020-12-13 02:47:00
2357,319388788,-99999,-99999,-99999,,7791,61,8,2020-12-10 05:40:00
2358,300388272,-99999,90480004,598239,90480004598239,5492,76,6,2020-12-21 10:03:00
2359,427343683,-99999,57971736,491348,57971736491348,4420,99,9,2020-12-17 11:49:00
2360,759831137,-99999,25215901,514808,25215901514808,2442,51,5,2020-12-19 05:51:00
2361,140901197,-99999,81129969,923857,81129969923857,1804,18,7,2020-12-26 15:35:00
2362,211456897,-99999,96148552,271817,96148552271817,6479,78,4,2020-12-19 01:02:00
2363,415886496,-99999,69812946,822475,69812946822475,8657,38,5,2020-12-07 17:40:00
2364,772905754,-99999,90221358,637681,90221358637681,2120,11,4,2020-12-11 08:00:00
2365,195972055,-99999,81585985,085293,81585985085293,9761,18,1,2020-12-28 18:35:00
2366,348079332,-99999,94315063,086932,94315063086932,8498,76,8,2020-12-30 03:12:00
2367,217336532,-99999,74725291,672502,74725291672502,8319,97,4,2020-12-14 08:53:00
2368,475374677,-99999,54449206,073729,54449206073729,5225,92,6,2020-12-18 21:31:00
2369,128817680,-99999,91940569,110085,91940569110085,9112,73,6,2020-12-11 03:47:00
2370,455671805,-99999,26639681,870113,26639681870113,1605,42,3,2020-12-19 17:53:00
2371,313602334,-99999,70058661,969315,70058661969315,3929,39,1,2020-12-07 13:17:00
2372,238549839,-99999,56611049,704504,56611049704504,3589,83,2,2020-12-22 11:18:00
2374,209170053,-99999,62837833,426801,62837833426801,8349,81,2,2020-12-09 14:54:00
2375,273032778,-99999,44461785,208019,44461785208019,6933,14,1,2020-12-12 17:52:00
2376,679396190,-99999,98581332,170749,98581332170749,2386,27,5,2020-12-16 17:23:00
2377,531988595,-99999,79627104,021404,79627104021404,9009,24,4,2020-12-06 04:23:00
2378,300077116,-99999,-99999,-99999,,3025,67,9,2020-12-21 20:42:00
2379,626428646,-99999,30962394,527785,30962394527785,1174,57,4,2020-12-19 13:38:00
2380,661560739,-99999,31371873,711101,31371873711101,9517,59,2,2020-12-08 06:44:00
2381,838059759,-99999,60945265,933556,60945265933556,7361,19,2,2020-12-19 18:57:00
2383,396867910,-99999,49113860,948928,49113860948928,5775,19,5,2020-12-03 23:26:00
2384,845698273,-99999,51370875,421614,51370875421614,6280,94,5,2020-12-06 11:26:00
2385,972267570,-99999,46802120,008680,46802120008680,9935,97,6,2020-12-07 10:38:00
2386,288492803,-99999,38994925,411221,38994925411221,3028,27,1,2020-12-05 09:50:00
2387,586879939,-99999,83979878,733830,83979878733830,1941,94,4,2020-12-12 08:23:00
2388,940996981,-99999,95185910,880664,95185910880664,9082,84,3,2020-12-01 08:43:00
2389,273268628,-99999,49727784,447165,49727784447165,9416,85,9,2020-12-23 11:02:00
2390,165998766,-99999,39986674,257537,39986674257537,8668,20,6,2020-12-30 02:35:00
2391,112250463,-99999,74155332,854655,74155332854655,3528,96,4,2020-12-29 01:21:00
2392,625349539,-99999,12372401,698881,12372401698881,8634,22,4,2020-12-02 14:11:00
2393,719784600,-99999,45971344,626419,45971344626419,8780,72,9,2020-12-08 14:38:00
2394,769412525,-99999,91439979,538621,91439979538621,6116,37,4,2020-12-22 00:44:00
2395,667306303,-99999,32143012,294856,32143012294856,9195,44,6,2020-12-10 03:28:00
2396,247655338,-99999,54194145,476268,54194145476268,4287,18,9,2020-12-29 18:36:00
2397,194501167,-99999,99594626,361382,99594626361382,3299,54,4,2020-12-13 01:43:00
2432,116013760,-99999,96553116,459881,96553116459881,5899,89,6,2020-12-07 12:25:00
2434,576703818,-99999,51109539,689052,51109539689052,5172,11,5,2020-12-25 11:04:00
2435,237593236,-99999,72820876,836650,72820876836650,3518,67,3,2020-12-02 23:30:00
2436,657780635,-99999,63207393,604911,63207393604911,8920,50,9,2020-12-02 11:38:00
2437,956771450,-99999,17863775,010277,17863775010277,3982,94,3,2020-12-27 22:10:00
2438,967026063,-99999,84153557,557914,84153557557914,3446,19,6,2020-12-20 18:09:00
2439,991185230,-99999,-99999,-99999,,2453,59,2,2020-12-16 14:05:00
2440,392404133,-99999,31503530,644966,31503530644966,2357,48,5,2020-12-24 20:30:00
2441,840464303,-99999,67830894,961060,67830894961060,7926,49,8,2020-12-29 04:54:00
2442,394175105,-99999,24351483,072471,24351483072471,3506,30,1,2020-12-28 20:02:00
2443,807606861,-99999,16038177,103769,16038177103769,1188,46,5,2020-12-24 02:03:00
2444,130608329,-99999,43487581,745489,43487581745489,8293,92,2,2020-12-26 15:27:00
2445,817425060,-99999,50703982,347986,50703982347986,7402,70,6,2020-12-20 05:37:00
2447,897755255,-99999,24441628,754818,24441628754818,7035,47,2,2020-12-25 07:06:00
2448,317670789,-99999,11846858,463184,11846858463184,9323,64,9,2020-12-13 01:57:00
2449,961927186,-99999,94901073,149219,94901073149219,9000,23,4,2020-12-24 10:06:00
2450,389696088,-99999,55346147,622737,55346147622737,8265,48,,2020-12-12 10:35:00
2451,422482810,-99999,37757031,783061,37757031783061,6197,83,3,2020-12-24 20:19:00
2452,314739289,-99999,99401800,190253,99401800190253,1236,94,4,2020-12-10 13:39:00
2454,412636112,-99999,22048971,650057,22048971650057,3958,84,1,2020-12-05 01:32:00
2455,626257591,-99999,45618744,707450,45618744707450,6850,42,3,2020-12-01 09:24:00
2456,852190787,-99999,41182540,551983,41182540551983,6634,21,8,2020-12-22 19:00:00
2458,699903219,-99999,45220106,162951,45220106162951,6861,48,7,2020-12-22 04:49:00
2459,850606030,-99999,78434201,570371,78434201570371,8578,57,1,2020-12-29 04:35:00
2461,467121534,-99999,40044029,924771,40044029924771,5572,71,1,2020-12-11 08:21:00
2462,569264732,-99999,30685806,596184,30685806596184,3487,54,8,2020-12-14 11:57:00
2463,560544358,-99999,51645117,416873,51645117416873,7774,69,3,2020-12-02 07:20:00
2466,923127176,-99999,68446164,918068,68446164918068,9463,61,7,2020-12-09 05:05:00
2467,226613240,-99999,54564598,801887,54564598801887,4045,58,5,2020-12-07 14:50:00
2468,764845439,-99999,53300096,237408,53300096237408,4665,76,1,2020-12-28 02:43:00
2469,903989044,-99999,-99999,-99999,,5409,60,6,2020-12-09 00:04:00
2470,866097741,-99999,81591811,414323,81591811414323,4270,40,5,2020-12-01 10:38:00
2471,585576847,-99999,75248881,246668,75248881246668,8923,54,6,2020-12-05 11:27:00
2472,610357417,-99999,70511102,734096,70511102734096,3713,95,4,2020-12-06 04:54:00
2473,476625151,-99999,65165400,357094,65165400357094,1152,84,2,2020-12-08 23:49:00
2474,345774223,-99999,95119355,511663,95119355511663,2196,23,4,2020-12-31 22:18:00
2475,588565296,-99999,89852873,261416,89852873261416,5706,89,5,2020-12-13 19:02:00
2476,743173696,-99999,74165271,650518,74165271650518,2082,17,4,2020-12-29 09:50:00
2477,653511395,-99999,-99999,-99999,,1165,63,2,2020-12-27 03:48:00
2478,951769886,-99999,61561393,526148,61561393526148,5344,34,7,2020-12-01 10:40:00
2479,537578897,-99999,78364117,722728,78364117722728,4171,12,5,2020-12-17 12:41:00
2480,992941034,-99999,58176406,350727,58176406350727,6105,96,6,2020-12-08 00:17:00
2482,888018474,-99999,19966359,554501,19966359554501,4105,50,8,2020-12-20 01:28:00
2483,491887256,-99999,67686200,804326,67686200804326,9320,37,1,2020-12-29 01:31:00
2484,511149330,-99999,55918690,457195,55918690457195,7527,43,2,2020-12-09 06:14:00
2485,770391265,-99999,46563118,986998,46563118986998,4380,66,3,2020-12-13 07:34:00
2486,423446121,-99999,75600936,785439,75600936785439,3330,20,1,2020-12-26 18:47:00
2487,288345333,-99999,18011097,834744,18011097834744,5377,37,3,2020-12-05 14:17:00
2488,746545979,-99999,41538222,469799,41538222469799,5024,24,4,2020-12-05 06:09:00
2489,466245701,-99999,40024371,699919,40024371699919,6958,72,6,2020-12-31 22:05:00
2490,254123257,-99999,90948733,005883,90948733005883,5203,38,8,2020-12-19 08:31:00
2491,606553927,-99999,11638630,713408,11638630713408,1813,78,3,2020-12-03 18:03:00
2492,278504009,-99999,75958602,271934,75958602271934,5091,89,1,2020-12-08 23:46:00
2493,887800874,-99999,94757694,358726,94757694358726,8017,57,3,2020-12-28 10:54:00
2494,983245604,-99999,75090747,541812,75090747541812,7355,19,5,2020-12-18 05:20:00
2495,825859551,-99999,96768227,123162,96768227123162,3221,48,5,2020-12-12 15:30:00
2496,933600023,-99999,35643196,886423,35643196886423,9397,79,9,2020-12-12 14:44:00
2497,621848036,-99999,18366306,883685,18366306883685,2911,32,1,2020-12-13 20:01:00
2498,805149630,-99999,86012070,120128,86012070120128,6882,13,6,2020-12-21 08:14:00
2499,128509717,-99999,41183562,503927,41183562503927,8672,17,9,2020-12-24 03:52:00
2500,538162400,-99999,37318623,852818,37318623852818,9833,11,6,2020-12-24 18:26:00
2501,450136999,-99999,94250247,361291,94250247361291,1133,79,9,2020-12-11 17:11:00
2502,313625881,-99999,77016500,037180,77016500037180,2439,36,5,2020-12-14 06:11:00
2503,423117626,-99999,35812799,285304,35812799285304,5351,44,4,2020-12-24 06:29:00
2504,605253349,-99999,88096664,423015,88096664423015,6394,12,1,2020-12-28 22:10:00
2505,890426474,-99999,79890645,841969,79890645841969,3212,92,4,2020-12-25 15:29:00
2506,538896309,-99999,61194865,234024,61194865234024,1327,17,3,2020-12-14 23:04:00
2507,163770600,-99999,74584353,838704,74584353838704,6980,26,1,2020-12-20 19:06:00
2508,322200003,-99999,27895098,274438,27895098274438,4896,20,1,2020-12-18 04:01:00
2509,870948426,-99999,55152160,729576,55152160729576,7417,88,4,2020-12-19 12:48:00
2510,892771798,-99999,37516597,913630,37516597913630,3856,35,3,2020-12-06 17:05:00
2511,929212043,-99999,38584757,369334,38584757369334,9760,44,8,2020-12-03 07:08:00
2512,813392524,-99999,45516160,455635,45516160455635,6023,62,1,2020-12-14 13:12:00
2513,659205322,-99999,15359084,258436,15359084258436,8982,85,6,2020-12-10 22:49:00
2514,238145722,-99999,70079656,152455,70079656152455,6039,73,3,2020-12-03 08:40:00
2515,898533105,-99999,75615985,035053,75615985035053,6106,82,6,2020-12-23 16:45:00
2516,698260415,-99999,70080603,039428,70080603039428,1370,59,9,2020-12-31 05:26:00
2517,754751315,-99999,24215176,717786,24215176717786,7573,26,6,2020-12-24 10:32:00
2518,992082190,-99999,35359431,276346,35359431276346,4310,98,2,2020-12-23 12:37:00
2519,644472914,-99999,22639391,022038,22639391022038,3325,94,8,2020-12-08 15:35:00
2520,123942412,-99999,66508298,308919,66508298308919,2814,53,7,2020-12-26 07:51:00
2521,764968244,-99999,99760879,817185,99760879817185,7217,96,9,2020-12-03 15:19:00
2522,489280416,-99999,15120796,455964,15120796455964,4736,81,2,2020-12-21 19:27:00
2523,942926965,-99999,75913610,181668,75913610181668,4353,48,2,2020-12-28 14:49:00
2524,440510313,-99999,42384331,012961,42384331012961,4541,82,7,2020-12-29 18:12:00
2525,620930533,-99999,97628609,600461,97628609600461,4031,80,5,2020-12-07 02:32:00
2526,722740471,-99999,89419714,888470,89419714888470,9874,84,4,2020-12-16 19:16:00
2527,475925594,-99999,26770534,187751,26770534187751,9223,67,4,2020-12-21 16:58:00
2528,214944256,-99999,46673423,394495,46673423394495,2607,25,6,2020-12-14 15:42:00
2529,668529147,-99999,72058646,472826,72058646472826,2388,94,2,2020-12-07 15:00:00
2530,748446612,-99999,83212758,608038,83212758608038,3780,79,3,2020-12-23 21:45:00
2531,781257254,-99999,53529796,970285,53529796970285,7649,41,4,2020-12-24 08:21:00
2532,864138152,-99999,93025539,412571,93025539412571,5085,58,9,2020-12-03 22:29:00
2533,970406909,-99999,99117210,453800,99117210453800,8604,44,7,2020-12-10 02:53:00
2534,265546850,-99999,66564259,690242,66564259690242,9911,61,6,2020-12-24 18:11:00
